:START_ID,:END_ID,:TYPE
15183,170044,菜系
15185,166476,菜系
15188,170044,菜系
15191,170044,菜系
15192,165605,菜系
15195,170044,菜系
15196,167577,菜系
15201,167577,菜系
15202,170044,菜系
15205,167577,菜系
15205,164872,菜系
15208,167577,菜系
15211,170044,菜系
15213,166476,菜系
15217,167577,菜系
15219,170044,菜系
15220,170044,菜系
15221,167577,菜系
15222,167577,菜系
15222,170044,菜系
15226,167577,菜系
15229,170044,菜系
15231,164872,菜系
15239,166476,菜系
15241,167577,菜系
15242,167577,菜系
15245,164154,菜系
15249,170044,菜系
15253,167577,菜系
15256,170044,菜系
15260,170044,菜系
15265,167577,菜系
15265,167577,菜系
15269,170044,菜系
15270,170044,菜系
15271,170044,菜系
15275,167577,菜系
15275,162903,菜系
15278,170044,菜系
15279,170044,菜系
15280,170044,菜系
15282,170044,菜系
15283,170044,菜系
15284,50375,
15285,170044,菜系
15290,170044,菜系
15292,170044,菜系
15299,170044,菜系
15302,167577,菜系
15304,167577,菜系
15306,170044,菜系
15311,165605,菜系
15313,170044,菜系
15314,170044,菜系
15318,164154,菜系
15320,170044,菜系
15323,165605,菜系
15330,170044,菜系
15335,170044,菜系
15337,170044,菜系
15338,170044,菜系
15345,170044,菜系
15351,164154,菜系
15354,170044,菜系
15356,167577,菜系
15361,170044,菜系
15363,163633,菜系
15366,167577,菜系
15367,165605,菜系
15369,164086,菜系
15371,167577,菜系
15373,170044,菜系
15376,170044,菜系
15379,163633,菜系
15382,170044,菜系
15383,50375,
15385,167261,菜系
15388,170044,菜系
15392,170044,菜系
15394,170044,菜系
15395,164154,菜系
15396,167577,菜系
15405,170044,菜系
15407,170044,菜系
15417,170044,菜系
15419,165605,菜系
15420,170044,菜系
15421,170044,菜系
15422,170044,菜系
15424,167577,菜系
15425,166476,菜系
15426,167577,菜系
15427,170044,菜系
15433,167577,菜系
15441,166476,菜系
15442,170044,菜系
15443,167577,菜系
15447,170044,菜系
15449,170044,菜系
15450,162903,菜系
15457,170044,菜系
15460,167577,菜系
15461,170044,菜系
15462,170044,菜系
15465,170044,菜系
15466,170044,菜系
15468,166476,菜系
15468,165113,菜系
15468,175572,菜系
15472,167577,菜系
15477,170044,菜系
15478,167577,菜系
15478,167577,菜系
15479,167577,菜系
15481,170044,菜系
15483,170044,菜系
15484,170044,菜系
15488,166476,菜系
15488,165113,菜系
15489,167577,菜系
15492,170044,菜系
15494,170044,菜系
15497,170044,菜系
15506,165605,菜系
15509,170044,菜系
15509,50452,
15511,170044,菜系
15517,170044,菜系
15529,167577,菜系
15531,50379,
15533,170044,菜系
15535,170044,菜系
15536,170044,菜系
15542,163633,菜系
15544,167577,菜系
15545,50457,
15550,170044,菜系
15554,170044,菜系
15556,170044,菜系
15557,170044,菜系
15558,170044,菜系
15560,165605,菜系
15561,164154,菜系
15563,170044,菜系
15566,167261,菜系
15567,170044,菜系
15569,167577,菜系
15577,162754,菜系
15578,170044,菜系
15582,170044,菜系
15584,170044,菜系
15586,170044,菜系
15590,167577,菜系
15592,167422,菜系
15593,170044,菜系
15595,167577,菜系
15597,167577,菜系
15598,170044,菜系
15599,167577,菜系
15605,165605,菜系
15607,167577,菜系
15607,170044,菜系
15611,170044,菜系
15621,167577,菜系
15622,167577,菜系
15624,170044,菜系
15636,170044,菜系
15637,170044,菜系
15639,170044,菜系
15640,170044,菜系
15642,170044,菜系
15645,170044,菜系
15648,170044,菜系
15649,167577,菜系
15649,170044,菜系
15655,167577,菜系
15656,170044,菜系
15658,167577,菜系
15659,170044,菜系
15661,170044,菜系
15662,167577,菜系
15671,170044,菜系
15672,170044,菜系
15674,50375,
15675,165113,菜系
15682,170044,菜系
15683,170044,菜系
15692,167577,菜系
15693,170044,菜系
15694,170044,菜系
15698,170044,菜系
15704,170044,菜系
15705,170044,菜系
15706,167577,菜系
15707,170044,菜系
15708,170044,菜系
15709,170044,菜系
15712,170044,菜系
15715,170044,菜系
15717,170044,菜系
15725,163633,菜系
15726,166476,菜系
15727,170044,菜系
15729,170044,菜系
15732,170044,菜系
15733,170044,菜系
15738,170044,菜系
15738,167577,菜系
15740,170044,菜系
15747,167261,菜系
15748,170044,菜系
15749,170044,菜系
15751,167577,菜系
15751,167577,菜系
15756,170044,菜系
15758,175572,菜系
15759,167577,菜系
15760,162903,菜系
15762,50459,
15762,167577,
15763,170044,菜系
15764,167577,菜系
15766,170044,菜系
15766,50467,
15766,50397,
